form_id,entry_id,parent_form_id,form_type,expression_pdf,expression_search,reading,homograph,labels,pdf_pages,chunk_file,review_status
entry-000001-f001,entry-000001,,root,a,a,,,,21,entries/a_001.json,unreviewed
entry-000002-f001,entry-000002,,root,a,a,,II,abbr,21,entries/a_001.json,unreviewed
entry-000003-f001,entry-000003,,root,a,a,,III,abbr,21,entries/a_001.json,unreviewed
entry-000004-f001,entry-000004,,root,a,a,,,,21,entries/a_001.json,unreviewed
entry-000005-f001,entry-000005,,root,A,A,,V,,21,entries/a_001.json,unreviewed
entry-000006-f001,entry-000006,,root,A,A,,VI,,21,entries/a_001.json,unreviewed
entry-000007-f001,entry-000007,,root,à,a,à,,,21,entries/a_001.json,unreviewed
entry-000008-f001,entry-000008,,root,A ’45,A ’45,,,,21,entries/a_001.json,unreviewed
entry-000009-f001,entry-000009,,root,AA,AA,,,,21,entries/a_001.json,unreviewed
entry-000010-f001,entry-000010,,root,aah,aah,,,,21,entries/a_001.json,unreviewed
entry-000011-f001,entry-000011,,root,aala,aala,,,,21,entries/a_001.json,unreviewed
entry-000012-f001,entry-000012,,root,aam,aam,,,A,21,entries/a_001.json,unreviewed
entry-000013-f001,entry-000013,,root,aau,aau,,,,21,entries/a_001.json,unreviewed
entry-000014-f001,entry-000014,,root,ab,ab,,I,A | ob,21,entries/a_001.json,unreviewed
entry-000015-f001,entry-000015,,root,ab,ab,,II,ob,21,entries/a_001.json,unreviewed
entry-000016-f001,entry-000016,,root,AB,AB,,III,,21,entries/a_001.json,unreviewed
entry-000017-f001,entry-000017,,root,aba,aba,,I,A,21,entries/a_001.json,unreviewed
entry-000018-f001,entry-000018,,root,aba,aba,,II,Jv,21,entries/a_001.json,unreviewed
entry-000018-f002,entry-000018,entry-000018-f001,derivative,aba-aba,aba-aba,,,mil,21,entries/a_001.json,unreviewed
entry-000018-f003,entry-000018,entry-000018-f001,derivative,mengabakan,mengabakan,,,,21,entries/a_001.json,unreviewed
entry-000018-f004,entry-000018,entry-000018-f001,derivative,pengaba,pengaba,,,mil,21,entries/a_001.json,unreviewed
entry-000019-f001,entry-000019,,root,aba,aba,,III,,21,entries/a_001.json,unreviewed
entry-000020-f001,entry-000020,,root,abab,abab,,,Jv,21,entries/a_001.json,unreviewed
entry-000020-f002,entry-000020,entry-000020-f001,derivative,mengababi,mengababi,,,,21,entries/a_001.json,unreviewed
entry-000021-f001,entry-000021,,root,abad,abad,,,A | opp,21,entries/a_001.json,unreviewed
entry-000021-f002,entry-000021,entry-000021-f001,derivative,seabad,seabad,,,,21,entries/a_001.json,unreviewed
entry-000021-f003,entry-000021,entry-000021-f001,derivative,berabad-abad,berabad-abad,,,,21,entries/a_001.json,unreviewed
entry-000021-f004,entry-000021,entry-000021-f001,derivative,mengabad,mengabad,,,,21,entries/a_001.json,unreviewed
entry-000022-f001,entry-000022,,root,ab’ad,ab’ad,,,A,21,entries/a_001.json,unreviewed
entry-000023-f001,entry-000023,,root,abadi,abadi,,,A,21,entries/a_001.json,unreviewed
entry-000023-f002,entry-000023,entry-000023-f001,derivative,seabadi,seabadi,,,,21,entries/a_001.json,unreviewed
entry-000023-f003,entry-000023,entry-000023-f001,derivative,mengabadikan,mengabadikan,,,,21,entries/a_001.json,unreviewed
entry-000023-f004,entry-000023,entry-000023-f001,derivative,terabadi(kan),terabadi(kan),,,,21,entries/a_001.json,unreviewed
entry-000023-f005,entry-000023,entry-000023-f001,derivative,keabadian 1,keabadian 1,,,,21,entries/a_001.json,unreviewed
entry-000023-f006,entry-000023,entry-000023-f001,derivative,pengabadian,pengabadian,,,,21,entries/a_001.json,unreviewed
entry-000024-f001,entry-000024,,root,abadiah,abadiah,,,A,21,entries/a_001.json,unreviewed
entry-000025-f001,entry-000025,,root,abah,abah,,I,,21,entries/a_001.json,unreviewed
entry-000025-f002,entry-000025,entry-000025-f001,derivative,mengabah,mengabah,,,,21,entries/a_001.json,unreviewed
entry-000025-f003,entry-000025,entry-000025-f001,derivative,mengabahkan,mengabahkan,,,,21,entries/a_001.json,unreviewed
entry-000026-f001,entry-000026,,root,abah,abah,,II,,21,entries/a_001.json,unreviewed
entry-000027-f001,entry-000027,,root,abah,abah,,III,Jv,21,entries/a_001.json,unreviewed
entry-000027-f002,entry-000027,entry-000027-f001,derivative,abah-abah,abah-abah,,,,21,entries/a_001.json,unreviewed
entry-000028-f001,entry-000028,,root,abai 1,abai 1,,,,21,entries/a_001.json,unreviewed
entry-000028-f002,entry-000028,entry-000028-f001,derivative,mengabaikan,mengabaikan,,,,21,entries/a_001.json,unreviewed
entry-000028-f003,entry-000028,entry-000028-f001,derivative,terabai,terabai,,,,21,entries/a_001.json,unreviewed
entry-000028-f004,entry-000028,entry-000028-f001,derivative,terabaikan,terabaikan,,,,21,entries/a_001.json,unreviewed
entry-000028-f005,entry-000028,entry-000028-f001,derivative,abaian,abaian,,,,21,entries/a_001.json,unreviewed
entry-000028-f006,entry-000028,entry-000028-f001,derivative,pengabai,pengabai,,,,21,entries/a_001.json,unreviewed
entry-000028-f007,entry-000028,entry-000028-f001,derivative,pengabaian,pengabaian,,,,21,entries/a_001.json,unreviewed
entry-000029-f001,entry-000029,,root,abaimana,abaimana,,,Hind | cla,21,entries/a_001.json,unreviewed
entry-000030-f001,entry-000030,,root,abaka,abaka,,,D,21,entries/a_001.json,unreviewed
entry-000031-f001,entry-000031,,root,abakus,abakus,,,E,21,entries/a_001.json,unreviewed
entry-000032-f001,entry-000032,,root,abal-abal,abal-abal,,I,,21,entries/a_001.json,unreviewed
entry-000033-f001,entry-000033,,root,abal-abal,abal-abal,,II,,21,entries/a_001.json,unreviewed
entry-000034-f001,entry-000034,,root,abandonemén,abandonemen,abandonemén,,D/E | leg,21,entries/a_001.json,unreviewed
entry-000035-f001,entry-000035,,root,abandonir,abandonir,,,D,21,entries/a_001.json,unreviewed
entry-000036-f001,entry-000036,,root,abang I 1,abang I 1,,,J,21,entries/a_001.json,unreviewed
entry-000036-f002,entry-000036,entry-000036-f001,derivative,berabang,berabang,,,,21,entries/a_001.json,unreviewed
entry-000036-f003,entry-000036,entry-000036-f001,derivative,berabangkan,berabangkan,,,,21,entries/a_001.json,unreviewed
entry-000037-f001,entry-000037,,root,abang,abang,,II,J/Jv,21,entries/a_001.json,unreviewed
entry-000038-f001,entry-000038,,root,abang III –,abang III –,,,,21,entries/a_001.json,unreviewed
entry-000039-f001,entry-000039,,root,abang-abang,abang-abang,,,Jv,21,entries/a_001.json,unreviewed
entry-000040-f001,entry-000040,,root,abangan,abangan,,,Jv,21,entries/a_001.json,unreviewed
entry-000041-f001,entry-000041,,root,abangan,abangan,,II,J,21,entries/a_001.json,unreviewed
entry-000042-f001,entry-000042,,root,abar,abar,,,,21,entries/a_001.json,unreviewed
entry-000042-f002,entry-000042,entry-000042-f001,derivative,berabarkan,berabarkan,,,,21,entries/a_001.json,unreviewed
entry-000043-f001,entry-000043,,root,abar,abar,,II,,21 | 22,entries/a_001.json,unreviewed
entry-000043-f002,entry-000043,entry-000043-f001,derivative,mengabar,mengabar,,,,21 | 22,entries/a_001.json,unreviewed
entry-000043-f003,entry-000043,entry-000043-f001,derivative,mengabarkan,mengabarkan,,,,21 | 22,entries/a_001.json,unreviewed
entry-000043-f004,entry-000043,entry-000043-f001,derivative,terabar,terabar,,,,21 | 22,entries/a_001.json,unreviewed
entry-000043-f005,entry-000043,entry-000043-f001,derivative,abaran,abaran,,,,21 | 22,entries/a_001.json,unreviewed
entry-000043-f006,entry-000043,entry-000043-f001,derivative,pengabaran,pengabaran,,,,21 | 22,entries/a_001.json,unreviewed
entry-000044-f001,entry-000044,,root,Abasa,Abasa,,,A,22,entries/a_001.json,unreviewed
entry-000045-f001,entry-000045,,root,Abassiyah,Abassiyah,,,A,22,entries/a_001.json,unreviewed
entry-000046-f001,entry-000046,,root,abasti,abasti,,,,22,entries/a_001.json,unreviewed
entry-000047-f001,entry-000047,,root,abat,abat,,,,22,entries/a_001.json,unreviewed
entry-000048-f001,entry-000048,,root,abat,abat,,II,,22,entries/a_001.json,unreviewed
entry-000049-f001,entry-000049,,root,abaté,abate,abaté,,,22,entries/a_001.json,unreviewed
entry-000049-f002,entry-000049,entry-000049-f001,derivative,pengabatéan,pengabatean,pengabatéan,,,22,entries/a_001.json,unreviewed
entry-000050-f001,entry-000050,,root,abatisasi,abatisasi,,,,22,entries/a_001.json,unreviewed
entry-000051-f001,entry-000051,,root,abatoar,abatoar,,,E,22,entries/a_001.json,unreviewed
entry-000052-f001,entry-000052,,root,abau,abau,,,,22,entries/a_001.json,unreviewed
entry-000053-f001,entry-000053,,root,abawi,abawi,,,A,22,entries/a_001.json,unreviewed
entry-000054-f001,entry-000054,,root,abaya,abaya,,,,22,entries/a_001.json,unreviewed
entry-000054-f002,entry-000054,entry-000054-f001,derivative,berabaya,berabaya,,,,22,entries/a_001.json,unreviewed
entry-000055-f001,entry-000055,,root,abc,abc,,,,22,entries/a_001.json,unreviewed
entry-000056-f001,entry-000056,,root,abd,abd,,,,22,entries/a_001.json,unreviewed
entry-000057-f001,entry-000057,,root,abdas,abdas,,,Pers,22,entries/a_001.json,unreviewed
entry-000057-f002,entry-000057,entry-000057-f001,derivative,berabdas,berabdas,,,,22,entries/a_001.json,unreviewed
entry-000058-f001,entry-000058,,root,abdi,abdi,,,A | Jv,22,entries/a_001.json,unreviewed
entry-000058-f002,entry-000058,entry-000058-f001,derivative,berabdi,berabdi,,,,22,entries/a_001.json,unreviewed
entry-000058-f003,entry-000058,entry-000058-f001,derivative,mengabdi,mengabdi,,,,22,entries/a_001.json,unreviewed
entry-000058-f004,entry-000058,entry-000058-f001,derivative,abdi-mengabdi,abdi-mengabdi,,,,22,entries/a_001.json,unreviewed
entry-000058-f005,entry-000058,entry-000058-f001,derivative,mengabdikan,mengabdikan,,,,22,entries/a_001.json,unreviewed
entry-000058-f006,entry-000058,entry-000058-f001,derivative,memperabdi,memperabdi,,,,22,entries/a_001.json,unreviewed
entry-000058-f007,entry-000058,entry-000058-f001,derivative,pengabdi,pengabdi,,,,22,entries/a_001.json,unreviewed
entry-000058-f008,entry-000058,entry-000058-f001,derivative,pengabdian 1,pengabdian 1,,,,22,entries/a_001.json,unreviewed
entry-000059-f001,entry-000059,,root,abdidalemisme,abdidalemisme,,,,22,entries/a_001.json,unreviewed
entry-000060-f001,entry-000060,,root,abdikasi,abdikasi,,,D,22,entries/a_001.json,unreviewed
entry-000061-f001,entry-000061,,root,abdis,abdis,,,D,22,entries/a_001.json,unreviewed
entry-000062-f001,entry-000062,,root,abdomén,abdomen,abdomén,,D/E,22,entries/a_001.json,unreviewed
entry-000063-f001,entry-000063,,root,abdominal,abdominal,,,D/E,22,entries/a_001.json,unreviewed
entry-000064-f001,entry-000064,,root,abdu,abdu,,,A,22,entries/a_001.json,unreviewed
entry-000065-f001,entry-000065,,root,abécé,abece,abécé,,,22,entries/a_001.json,unreviewed
entry-000066-f001,entry-000066,,root,abégé,abege,abégé,,,22,entries/a_001.json,unreviewed
entry-000067-f001,entry-000067,,root,abelur,abelur,,,,22,entries/a_001.json,unreviewed
entry-000068-f001,entry-000068,,root,abén,aben,abén,,Bal,22,entries/a_001.json,unreviewed
entry-000068-f002,entry-000068,entry-000068-f001,derivative,mengabén,mengaben,mengabén,,coq,22,entries/a_001.json,unreviewed
entry-000068-f003,entry-000068,entry-000068-f001,derivative,pengabénan,pengabenan,pengabénan,,,22,entries/a_001.json,unreviewed
entry-000069-f001,entry-000069,,root,aberasi,aberasi,,,D,22,entries/a_001.json,unreviewed
entry-000070-f001,entry-000070,,root,abésé,abese,abésé,,,22,entries/a_001.json,unreviewed
entry-000071-f001,entry-000071,,root,abet,abet,,,J,22,entries/a_001.json,unreviewed
entry-000071-f002,entry-000071,entry-000071-f001,derivative,mengabet,mengabet,,,,22,entries/a_001.json,unreviewed
entry-000072-f001,entry-000072,,root,ABG,ABG,,,init,22,entries/a_001.json,unreviewed
entry-000073-f001,entry-000073,,root,abiad,abiad,,,A | cla,22,entries/a_001.json,unreviewed
entry-000074-f001,entry-000074,,root,abian,abian,,,Bal,22,entries/a_001.json,unreviewed
entry-000075-f001,entry-000075,,root,abid,abid,,I,A,22,entries/a_001.json,unreviewed
entry-000076-f001,entry-000076,,root,abid,abid,,II,A,22,entries/a_001.json,unreviewed
entry-000077-f001,entry-000077,,root,abidin,abidin,,,A,22,entries/a_001.json,unreviewed
entry-000078-f001,entry-000078,,root,abidin,abidin,,II,joc | acr,22,entries/a_001.json,unreviewed
entry-000079-f001,entry-000079,,root,abidun,abidun,,,A,22,entries/a_001.json,unreviewed
entry-000080-f001,entry-000080,,root,Abil,Abil,,,A,22,entries/a_001.json,unreviewed
entry-000081-f001,entry-000081,,root,abilah,abilah,,,Pers,22,entries/a_001.json,unreviewed
entry-000082-f001,entry-000082,,root,abimana,abimana,,,,22,entries/a_001.json,unreviewed
entry-000083-f001,entry-000083,,root,abintara,abintara,,,cla,22,entries/a_001.json,unreviewed
entry-000084-f001,entry-000084,,root,abis,abis,,,J | coq,22,entries/a_001.json,unreviewed
entry-000084-f002,entry-000084,entry-000084-f001,derivative,ngabisin,ngabisin,,,,22,entries/a_001.json,unreviewed
entry-000084-f003,entry-000084,entry-000084-f001,derivative,ngabis-ngabisin,ngabis-ngabisin,,,,22,entries/a_001.json,unreviewed
entry-000085-f001,entry-000085,,root,abis,abis,,II,E,22,entries/a_001.json,unreviewed
entry-000086-f001,entry-000086,,root,abisal,abisal,,,E,22,entries/a_001.json,unreviewed
entry-000087-f001,entry-000087,,root,abisan,abisan,,,,22,entries/a_001.json,unreviewed
entry-000088-f001,entry-000088,,root,abit,abit,,,ob | naut,22,entries/a_001.json,unreviewed
entry-000089-f001,entry-000089,,root,abiturién,abiturien,abiturién,,D,22,entries/a_001.json,unreviewed
entry-000090-f001,entry-000090,,root,abiz,abiz,,,BG,22,entries/a_001.json,unreviewed
entry-000091-f001,entry-000091,,root,abjad,abjad,,,A | ob,22,entries/a_001.json,unreviewed
entry-000091-f002,entry-000091,entry-000091-f001,derivative,berabjad,berabjad,,,,22,entries/a_001.json,unreviewed
entry-000091-f003,entry-000091,entry-000091-f001,derivative,mengabjadkan,mengabjadkan,,,,22,entries/a_001.json,unreviewed
entry-000091-f004,entry-000091,entry-000091-f001,derivative,pengabjadan,pengabjadan,,,,22,entries/a_001.json,unreviewed
entry-000092-f001,entry-000092,,root,abjadiah,abjadiah,,,A,22,entries/a_001.json,unreviewed
entry-000093-f001,entry-000093,,root,ablag,ablag,,,J/Jv,22,entries/a_001.json,unreviewed
entry-000093-f002,entry-000093,entry-000093-f001,derivative,seablak-ablak,seablak-ablak,,,,22,entries/a_001.json,unreviewed
entry-000093-f003,entry-000093,entry-000093-f001,derivative,mengablak,mengablak,,,coq,22,entries/a_001.json,unreviewed
entry-000093-f004,entry-000093,entry-000093-f001,derivative,mengablakkan,mengablakkan,,,J | coq,22,entries/a_001.json,unreviewed
entry-000094-f001,entry-000094,,root,ablasi,ablasi,,,D,22,entries/a_001.json,unreviewed
entry-000094-f002,entry-000094,entry-000094-f001,derivative,mengablasi,mengablasi,,,,22,entries/a_001.json,unreviewed
entry-000095-f001,entry-000095,,root,ablatif,ablatif,,,D/E,22,entries/a_001.json,unreviewed
entry-000096-f001,entry-000096,,root,ablaut,ablaut,,,D,22,entries/a_001.json,unreviewed
entry-000097-f001,entry-000097,,root,ablur,ablur,,,,22,entries/a_001.json,unreviewed
entry-000098-f001,entry-000098,,root,abnormal,abnormal,,,D/E,22,entries/a_001.json,unreviewed
entry-000098-f002,entry-000098,entry-000098-f001,derivative,keabnormalan,keabnormalan,,,,22,entries/a_001.json,unreviewed
entry-000099-f001,entry-000099,,root,abnormalitas,abnormalitas,,,D,22,entries/a_001.json,unreviewed
entry-000100-f001,entry-000100,,root,abnus,abnus,,,A | cla,22,entries/a_001.json,unreviewed
entry-000101-f001,entry-000101,,root,abodemén,abodemen,abodemén,,,22,entries/a_001.json,unreviewed
entry-000102-f001,entry-000102,,root,aboi,aboi,,,C,22,entries/a_001.json,unreviewed
entry-000103-f001,entry-000103,,root,abolisi,abolisi,,,D/E,22,entries/a_001.json,unreviewed
entry-000103-f002,entry-000103,entry-000103-f001,derivative,mengabolisi(kan),mengabolisi(kan),,,,22,entries/a_001.json,unreviewed
entry-000104-f001,entry-000104,,root,abon,abon,,,Jv,22,entries/a_001.json,unreviewed
entry-000104-f002,entry-000104,entry-000104-f001,derivative,mengabon,mengabon,,,,22,entries/a_001.json,unreviewed
entry-000105-f001,entry-000105,,root,aboné,abone,aboné,,D,22,entries/a_001.json,unreviewed
entry-000106-f001,entry-000106,,root,abonemén,abonemen,abonemén,,D,22,entries/a_001.json,unreviewed
entry-000106-f002,entry-000106,entry-000106-f001,derivative,berabonemén,berabonemen,berabonemén,,,22,entries/a_001.json,unreviewed
entry-000106-f003,entry-000106,entry-000106-f001,derivative,mengaboneménkan,mengabonemenkan,mengaboneménkan,,,22,entries/a_001.json,unreviewed
entry-000107-f001,entry-000107,,root,abong-abong,abong-abong,,,J/Jv,22,entries/a_001.json,unreviewed
entry-000108-f001,entry-000108,,root,aborijin,aborijin,,,E,23,entries/a_001.json,unreviewed
entry-000109-f001,entry-000109,,root,aborsi,aborsi,,,D,23,entries/a_001.json,unreviewed
entry-000109-f002,entry-000109,entry-000109-f001,derivative,mengaborsi,mengaborsi,,,,23,entries/a_001.json,unreviewed
entry-000109-f003,entry-000109,entry-000109-f001,derivative,teraborsi,teraborsi,,,,23,entries/a_001.json,unreviewed
entry-000109-f004,entry-000109,entry-000109-f001,derivative,pengaborsian,pengaborsian,,,,23,entries/a_001.json,unreviewed
entry-000110-f001,entry-000110,,root,abortus,abortus,,,D,23,entries/a_001.json,unreviewed
entry-000110-f002,entry-000110,entry-000110-f001,derivative,mengabortus,mengabortus,,,,23,entries/a_001.json,unreviewed
entry-000110-f003,entry-000110,entry-000110-f001,derivative,pengabortusan,pengabortusan,,,,23,entries/a_001.json,unreviewed
entry-000111-f001,entry-000111,,root,abrak,abrak,,,Skr | cla,23,entries/a_001.json,unreviewed
entry-000112-f001,entry-000112,,root,abrak-abrakan,abrak-abrakan,,,,23,entries/a_001.json,unreviewed
entry-000113-f001,entry-000113,,root,abrakadabra,abrakadabra,,,D/E,23,entries/a_001.json,unreviewed
entry-000114-f001,entry-000114,,root,abrar,abrar,,,A,23,entries/a_001.json,unreviewed
entry-000115-f001,entry-000115,,root,abras,abras,,,A,23,entries/a_001.json,unreviewed
entry-000116-f001,entry-000116,,root,abrasi,abrasi,,,D,23,entries/a_001.json,unreviewed
entry-000116-f002,entry-000116,entry-000116-f001,derivative,mengabrasikan,mengabrasikan,,,,23,entries/a_001.json,unreviewed
entry-000116-f003,entry-000116,entry-000116-f001,derivative,terabrasi,terabrasi,,,,23,entries/a_001.json,unreviewed
entry-000117-f001,entry-000117,,root,abréaksi,abreaksi,abréaksi,,,23,entries/a_001.json,unreviewed
entry-000118-f001,entry-000118,,root,abreg,abreg,,,Jv,23,entries/a_001.json,unreviewed
entry-000119-f001,entry-000119,,root,abréviasi,abreviasi,abréviasi,,E,23,entries/a_001.json,unreviewed
entry-000120-f001,entry-000120,,root,ABRI,ABRI,,,,23,entries/a_001.json,unreviewed
entry-000120-f002,entry-000120,entry-000120-f001,derivative,meng-ABRI-kan,meng-ABRI-kan,,,,23,entries/a_001.json,unreviewed
entry-000120-f003,entry-000120,entry-000120-f001,derivative,ke-ABRI-an,ke-ABRI-an,,,mod,23,entries/a_001.json,unreviewed
entry-000121-f001,entry-000121,,root,abrik,abrik,,,,23,entries/a_001.json,unreviewed
entry-000122-f001,entry-000122,,root,abrikos,abrikos,,,D,23,entries/a_001.json,unreviewed
entry-000123-f001,entry-000123,,root,abrit-abritan,abrit-abritan,,,J,23,entries/a_001.json,unreviewed
entry-000124-f001,entry-000124,,root,abruk,abruk,,,J,23,entries/a_001.json,unreviewed
entry-000125-f001,entry-000125,,root,ABS,ABS,,,init,23,entries/a_001.json,unreviewed
entry-000125-f002,entry-000125,entry-000125-f001,derivative,meng-ABS-i,meng-ABS-i,,,,23,entries/a_001.json,unreviewed
entry-000126-f001,entry-000126,,root,absah,absah,,,A,23,entries/a_001.json,unreviewed
entry-000126-f002,entry-000126,entry-000126-f001,derivative,mengabsahkan,mengabsahkan,,,,23,entries/a_001.json,unreviewed
entry-000126-f003,entry-000126,entry-000126-f001,derivative,keabsahan,keabsahan,,,,23,entries/a_001.json,unreviewed
entry-000126-f004,entry-000126,entry-000126-f001,derivative,pengabsah,pengabsah,,,,23,entries/a_001.json,unreviewed
entry-000126-f005,entry-000126,entry-000126-f001,derivative,pengabsahan,pengabsahan,,,,23,entries/a_001.json,unreviewed
entry-000127-f001,entry-000127,,root,absén,absen,absén,,D/E,23,entries/a_001.json,unreviewed
entry-000127-f002,entry-000127,entry-000127-f001,derivative,mengabsén,mengabsen,mengabsén,,,23,entries/a_001.json,unreviewed
entry-000127-f003,entry-000127,entry-000127-f001,derivative,absénan,absenan,absénan,,,23,entries/a_001.json,unreviewed
entry-000127-f004,entry-000127,entry-000127-f001,derivative,pengabsénan,pengabsenan,pengabsénan,,,23,entries/a_001.json,unreviewed
entry-000128-f001,entry-000128,,root,absénsi,absensi,absénsi,,D,23,entries/a_001.json,unreviewed
entry-000129-f001,entry-000129,,root,abséntéisme,absenteisme,abséntéisme,,D/E,23,entries/a_001.json,unreviewed
entry-000130-f001,entry-000130,,root,abséntia,absentia,abséntia,,L,23,entries/a_001.json,unreviewed
entry-000131-f001,entry-000131,,root,absés,abses,absés,,D/E,23,entries/a_001.json,unreviewed
entry-000132-f001,entry-000132,,root,absis,absis,,,D,23,entries/a_001.json,unreviewed
entry-000133-f001,entry-000133,,root,absolusi,absolusi,,,D,23,entries/a_001.json,unreviewed
entry-000134-f001,entry-000134,,root,absolut,absolut,,,D/E,23,entries/a_001.json,unreviewed
entry-000134-f002,entry-000134,entry-000134-f001,derivative,mengabsolutkan,mengabsolutkan,,,,23,entries/a_001.json,unreviewed
entry-000134-f003,entry-000134,entry-000134-f001,derivative,pengabsolutan,pengabsolutan,,,,23,entries/a_001.json,unreviewed
entry-000135-f001,entry-000135,,root,absolutisasi,absolutisasi,,,E,23,entries/a_001.json,unreviewed
entry-000135-f002,entry-000135,entry-000135-f001,derivative,mengabsolutisasikan,mengabsolutisasikan,,,,23,entries/a_001.json,unreviewed
entry-000136-f001,entry-000136,,root,absolutisme,absolutisme,,,D/E,23,entries/a_001.json,unreviewed
entry-000137-f001,entry-000137,,root,absorbén,absorben,absorbén,,D/E,23,entries/a_001.json,unreviewed
entry-000138-f001,entry-000138,,root,absorbir,absorbir,,,D,23,entries/a_001.json,unreviewed
entry-000139-f001,entry-000139,,root,absorbsi,absorbsi,,,D/E,23,entries/a_001.json,unreviewed
entry-000139-f002,entry-000139,entry-000139-f001,derivative,mengabsorpsi,mengabsorpsi,,,,23,entries/a_001.json,unreviewed
entry-000139-f003,entry-000139,entry-000139-f001,derivative,terabsorpsi,terabsorpsi,,,,23,entries/a_001.json,unreviewed
entry-000139-f004,entry-000139,entry-000139-f001,derivative,pengabsorpsi,pengabsorpsi,,,,23,entries/a_001.json,unreviewed
entry-000140-f001,entry-000140,,root,absorptif,absorptif,,,E,23,entries/a_001.json,unreviewed
entry-000141-f001,entry-000141,,root,abstain,abstain,,,E,23,entries/a_001.json,unreviewed
entry-000141-f002,entry-000141,entry-000141-f001,derivative,keabstainan,keabstainan,,,,23,entries/a_001.json,unreviewed
entry-000142-f001,entry-000142,,root,absté(i)n,abste(i)n,absté(i)n,,,23,entries/a_001.json,unreviewed
entry-000143-f001,entry-000143,,root,absténsi,abstensi,absténsi,,E,23,entries/a_001.json,unreviewed
entry-000144-f001,entry-000144,,root,abstrak,abstrak,,,D/E,23,entries/a_001.json,unreviewed
entry-000144-f002,entry-000144,entry-000144-f001,derivative,mengabstrakkan,mengabstrakkan,,,,23,entries/a_001.json,unreviewed
entry-000144-f003,entry-000144,entry-000144-f001,derivative,abstrak-abstrakan,abstrak-abstrakan,,,,23,entries/a_001.json,unreviewed
entry-000144-f004,entry-000144,entry-000144-f001,derivative,pengabstakan,pengabstakan,,,,23,entries/a_001.json,unreviewed
entry-000145-f001,entry-000145,,root,abstraksi,abstraksi,,,D,23,entries/a_001.json,unreviewed
entry-000145-f002,entry-000145,entry-000145-f001,derivative,berabstraksi,berabstraksi,,,,23,entries/a_001.json,unreviewed
entry-000145-f003,entry-000145,entry-000145-f001,derivative,mengabstraksikan,mengabstraksikan,,,,23,entries/a_001.json,unreviewed
entry-000146-f001,entry-000146,,root,abstraksionis,abstraksionis,,,E,23,entries/a_001.json,unreviewed
entry-000147-f001,entry-000147,,root,abstraksionisme,abstraksionisme,,,D/E,23,entries/a_001.json,unreviewed
entry-000148-f001,entry-000148,,root,absurd,absurd,,,D/E,23,entries/a_001.json,unreviewed
entry-000148-f002,entry-000148,entry-000148-f001,derivative,keabsurdan,keabsurdan,,,,23,entries/a_001.json,unreviewed
entry-000149-f001,entry-000149,,root,absurditas,absurditas,,,D,23,entries/a_001.json,unreviewed
entry-000150-f001,entry-000150,,root,ABT,ABT,,,init,23,entries/a_001.json,unreviewed
entry-000151-f001,entry-000151,,root,abtar,abtar,,,A,23,entries/a_001.json,unreviewed
entry-000152-f001,entry-000152,,root,abu,abu,,I,M | Jv,23,entries/a_001.json,unreviewed
entry-000152-f002,entry-000152,entry-000152-f001,derivative,abu-abu,abu-abu,,,,23,entries/a_001.json,unreviewed
entry-000152-f003,entry-000152,entry-000152-f001,derivative,berabu,berabu,,,,23,entries/a_001.json,unreviewed
entry-000152-f004,entry-000152,entry-000152-f001,derivative,mengabu,mengabu,,,,23,entries/a_001.json,unreviewed
entry-000152-f005,entry-000152,entry-000152-f001,derivative,mengabui,mengabui,,,,23,entries/a_001.json,unreviewed
entry-000152-f006,entry-000152,entry-000152-f001,derivative,mengabukan,mengabukan,,,,23,entries/a_001.json,unreviewed
entry-000152-f007,entry-000152,entry-000152-f001,derivative,keabu-abuan,keabu-abuan,,,,23,entries/a_001.json,unreviewed
entry-000152-f008,entry-000152,entry-000152-f001,derivative,pengabuan,pengabuan,,,,23,entries/a_001.json,unreviewed
entry-000152-f009,entry-000152,entry-000152-f001,derivative,perabuan,perabuan,,,,23,entries/a_001.json,unreviewed
entry-000153-f001,entry-000153,,root,abu,abu,,II,A,23,entries/a_001.json,unreviewed
entry-000154-f001,entry-000154,,root,abu,abu,,III,,23,entries/a_001.json,unreviewed
entry-000155-f001,entry-000155,,root,abu-abu,abu-abu,,,,23,entries/a_001.json,unreviewed
entry-000156-f001,entry-000156,,root,abuan,abuan,,,,23,entries/a_001.json,unreviewed
entry-000157-f001,entry-000157,,root,Abubakar,Abubakar,,I,A,23,entries/a_001.json,unreviewed
entry-000158-f001,entry-000158,,root,abubakar,abubakar,,II,joc | acr,23,entries/a_001.json,unreviewed
entry-000159-f001,entry-000159,,root,abudemén,abudemen,abudemén,,J,23,entries/a_001.json,unreviewed
entry-000160-f001,entry-000160,,root,abuh,abuh,,I,Jv,23,entries/a_001.json,unreviewed
entry-000160-f002,entry-000160,entry-000160-f001,derivative,abuhan,abuhan,,,,23,entries/a_001.json,unreviewed
entry-000160-f003,entry-000160,entry-000160-f001,derivative,abuh-abuhan,abuh-abuhan,,,,23,entries/a_001.json,unreviewed
entry-000161-f001,entry-000161,,root,abuh,abuh,,II,,23,entries/a_001.json,unreviewed
entry-000162-f001,entry-000162,,root,abui,abui,,,,23,entries/a_001.json,unreviewed
entry-000163-f001,entry-000163,,root,abuk,abuk,,I,,23,entries/a_001.json,unreviewed
